,filename,input,dict,metric,value
1032,FY-02-2200,phone,g2p,mos,2.6367989
1033,FY-02-2208,phone,g2p,mos,3.0051045
1034,FY-02-2220,phone,g2p,mos,2.624384
1035,FY-02-2228,phone,g2p,mos,2.6699362
1036,FY-02-223,phone,g2p,mos,2.8812995
1037,FY-02-2327,phone,g2p,mos,3.180424
1038,FY-02-2337,phone,g2p,mos,2.7611675
1039,FY-02-2345,phone,g2p,mos,3.7672763
1040,FY-02-238,phone,g2p,mos,2.9179106
1041,FY-02-2384,phone,g2p,mos,2.1911511
1042,FY-02-24,phone,g2p,mos,2.412555
1043,FY-02-241,phone,g2p,mos,2.8848512
1044,FY-02-2458,phone,g2p,mos,2.6443393
1045,FY-02-2499,phone,g2p,mos,2.7313428
1046,FY-02-2508,phone,g2p,mos,2.5429506
1047,FY-02-2509,phone,g2p,mos,2.676408
1048,FY-02-2515,phone,g2p,mos,2.968957
1049,FY-02-2531,phone,g2p,mos,2.558158
1050,FY-02-2554,phone,g2p,mos,2.4333081
1051,FY-02-2573,phone,g2p,mos,2.7972202
1052,FY-02-2574,phone,g2p,mos,2.6645002
1053,FY-02-261,phone,g2p,mos,2.9916337
1054,FY-02-2616,phone,g2p,mos,2.2157714
1055,FY-02-2668,phone,g2p,mos,2.7955081
1056,FY-02-2678,phone,g2p,mos,2.4206107
1057,FY-02-2719,phone,g2p,mos,3.733058
1058,FY-02-2769,phone,g2p,mos,2.5054698
1059,FY-02-2773,phone,g2p,mos,3.30478
1060,FY-02-284,phone,g2p,mos,3.5341163
1061,FY-02-2851,phone,g2p,mos,2.3027904
1062,FY-02-2853,phone,g2p,mos,2.7783048
1063,FY-02-2876,phone,g2p,mos,2.2789905
1064,FY-02-3026,phone,g2p,mos,4.1430545
1065,FY-02-3037,phone,g2p,mos,2.3042376
1066,FY-02-3075,phone,g2p,mos,3.1563008
1067,FY-02-3192,phone,g2p,mos,2.4742503
1068,FY-02-3211,phone,g2p,mos,2.6755996
1069,FY-02-3287,phone,g2p,mos,2.5301328
1070,FY-02-3288,phone,g2p,mos,3.0520127
1071,FY-02-3295,phone,g2p,mos,2.6260347
1072,FY-02-3320,phone,g2p,mos,2.5701156
1073,FY-02-3326,phone,g2p,mos,2.9899704
1074,FY-02-3349,phone,g2p,mos,2.5986323
1075,FY-02-3364,phone,g2p,mos,2.5813546
1076,FY-02-3416,phone,g2p,mos,2.792234
1077,FY-02-342,phone,g2p,mos,2.8940856
1078,FY-02-365,phone,g2p,mos,3.0361416
1079,FY-02-382,phone,g2p,mos,2.3552496
1080,FY-02-456,phone,g2p,mos,2.7606847
1081,FY-02-474,phone,g2p,mos,2.6241038
1082,FY-02-510,phone,g2p,mos,2.3385508
1083,FY-02-519,phone,g2p,mos,2.9557414
1084,FY-02-521,phone,g2p,mos,2.4054675
1085,FY-02-543,phone,g2p,mos,2.4732597
1086,FY-02-571,phone,g2p,mos,3.1559474
1087,FY-02-573,phone,g2p,mos,2.9122398
1088,FY-02-599,phone,g2p,mos,2.5875092
1089,FY-02-642,phone,g2p,mos,2.8884487
1090,FY-02-68,phone,g2p,mos,2.3712208
1091,FY-02-684,phone,g2p,mos,3.0263584
1092,FY-02-711,phone,g2p,mos,2.3270936
1093,FY-02-803,phone,g2p,mos,2.6807764
1094,FY-02-857,phone,g2p,mos,2.7711318
1095,FY-02-896,phone,g2p,mos,2.698807
1096,FY-02-905,phone,g2p,mos,3.10204
1097,FY-02-929,phone,g2p,mos,2.9898086
1098,FY-02-946,phone,g2p,mos,3.2808065
1099,FY-02-962,phone,g2p,mos,2.5090497
1100,FY-02-1030,phone,real,mos,2.5687294
1101,FY-02-1092,phone,real,mos,2.6745753
1102,FY-02-1093,phone,real,mos,2.6640108
1103,FY-02-1110,phone,real,mos,2.8684962
1104,FY-02-1126,phone,real,mos,3.5436502
1105,FY-02-1143,phone,real,mos,2.5270095
1106,FY-02-1220,phone,real,mos,2.9362376
1107,FY-02-1222,phone,real,mos,2.161793
1108,FY-02-1253,phone,real,mos,3.0334175
1109,FY-02-1256,phone,real,mos,3.150421
1110,FY-02-1299,phone,real,mos,2.949635
1111,FY-02-1300,phone,real,mos,2.854006
1112,FY-02-1338,phone,real,mos,2.4436176
1113,FY-02-1360,phone,real,mos,2.6155179
1114,FY-02-1370,phone,real,mos,3.5983126
1115,FY-02-1372,phone,real,mos,2.1564722
1116,FY-02-1429,phone,real,mos,2.183157
1117,FY-02-1475,phone,real,mos,3.0275412
1118,FY-02-1501,phone,real,mos,2.7841628
1119,FY-02-1529,phone,real,mos,2.4404142
1120,FY-02-1533,phone,real,mos,2.5166323
1121,FY-02-1556,phone,real,mos,2.257049
1122,FY-02-1563,phone,real,mos,2.7744834
1123,FY-02-1726,phone,real,mos,2.9055407
1124,FY-02-1888,phone,real,mos,2.8791997
1125,FY-02-193,phone,real,mos,2.7356598
1126,FY-02-1937,phone,real,mos,2.9681885
1127,FY-02-1939,phone,real,mos,3.2238061
1128,FY-02-201,phone,real,mos,2.2835064
1129,FY-02-2016,phone,real,mos,2.7322323
1130,FY-02-2069,phone,real,mos,2.6664233
1131,FY-02-2162,phone,real,mos,3.476283
1132,FY-02-2200,phone,real,mos,2.6130495
1133,FY-02-2208,phone,real,mos,2.2844121
1134,FY-02-2220,phone,real,mos,2.701184
1135,FY-02-2228,phone,real,mos,2.3326044
1136,FY-02-223,phone,real,mos,2.5198545
1137,FY-02-2327,phone,real,mos,2.8560936
1138,FY-02-2337,phone,real,mos,2.3627002
1139,FY-02-2345,phone,real,mos,3.5247138
1140,FY-02-238,phone,real,mos,2.1868618
1141,FY-02-2384,phone,real,mos,2.3354886
1142,FY-02-24,phone,real,mos,2.3585613
1143,FY-02-241,phone,real,mos,3.918284
1144,FY-02-2458,phone,real,mos,2.6246316
1145,FY-02-2499,phone,real,mos,2.5399303
1146,FY-02-2508,phone,real,mos,2.1330163
1147,FY-02-2509,phone,real,mos,2.1461225
1148,FY-02-2515,phone,real,mos,2.6786008
1149,FY-02-2531,phone,real,mos,2.187777
1150,FY-02-2554,phone,real,mos,2.255478
1151,FY-02-2573,phone,real,mos,2.5897813
1152,FY-02-2574,phone,real,mos,2.882784
1153,FY-02-261,phone,real,mos,2.5616102
1154,FY-02-2616,phone,real,mos,2.3549645
1155,FY-02-2668,phone,real,mos,2.2654903
1156,FY-02-2678,phone,real,mos,2.3092194
1157,FY-02-2719,phone,real,mos,3.1005607
1158,FY-02-2769,phone,real,mos,2.5349467
1159,FY-02-2773,phone,real,mos,2.8348687
1160,FY-02-284,phone,real,mos,2.6886904
1161,FY-02-2851,phone,real,mos,2.5383751
1162,FY-02-2853,phone,real,mos,2.8668659
1163,FY-02-2876,phone,real,mos,2.3914092
1164,FY-02-3026,phone,real,mos,2.9422715
1165,FY-02-3037,phone,real,mos,2.48259
1166,FY-02-3075,phone,real,mos,2.8862221
1167,FY-02-3192,phone,real,mos,3.6576757
1168,FY-02-3211,phone,real,mos,2.2384202
1169,FY-02-3287,phone,real,mos,2.6328182
1170,FY-02-3288,phone,real,mos,3.5133014
1171,FY-02-3295,phone,real,mos,2.6944742
1172,FY-02-3320,phone,real,mos,2.768518
1173,FY-02-3326,phone,real,mos,3.3105657
1174,FY-02-3349,phone,real,mos,3.140782
1175,FY-02-3364,phone,real,mos,2.6037328
1176,FY-02-3416,phone,real,mos,2.4403973
1177,FY-02-342,phone,real,mos,3.1396313
1178,FY-02-365,phone,real,mos,2.3161209
1179,FY-02-382,phone,real,mos,2.2172112
1180,FY-02-456,phone,real,mos,2.7147255
1181,FY-02-474,phone,real,mos,2.6173618
1182,FY-02-510,phone,real,mos,2.6790671
1183,FY-02-519,phone,real,mos,2.6615481
1184,FY-02-521,phone,real,mos,2.14388
1185,FY-02-543,phone,real,mos,2.4175856
1186,FY-02-571,phone,real,mos,2.7314506
1187,FY-02-573,phone,real,mos,2.3605769
1188,FY-02-599,phone,real,mos,2.6137009
1189,FY-02-642,phone,real,mos,2.6203053
1190,FY-02-68,phone,real,mos,2.2827985
1191,FY-02-684,phone,real,mos,2.7380342
1192,FY-02-711,phone,real,mos,2.6469839
1193,FY-02-803,phone,real,mos,2.6430635
1194,FY-02-857,phone,real,mos,2.8161721
1195,FY-02-896,phone,real,mos,2.6931555
1196,FY-02-905,phone,real,mos,3.1242857
1197,FY-02-929,phone,real,mos,3.1522062
1198,FY-02-946,phone,real,mos,2.66032
1199,FY-02-962,phone,real,mos,2.3179832
